CODE;CODE_LABEL
D164;tumeur bénigne des os du crâne et de la face
P200;hypoxie intra-utérine constatée pour la première fois avant le début du travail
Q270;absence congénitale et hypoplasie de l'artère ombilicale
V279;motocycliste blessé dans une collision avec un objet fixe ou stationnaire, motocycliste, sans précision, blessé dans un accident de la circulation
H060;affections de l'appareil lacrymal au cours de maladies classées ailleurs
L652;alopécie mucineuse de Pinkus
D163;tumeur bénigne des os courts du membre inférieur
L910;cicatrice hypertrophique
O830;accouchement unique avec extraction par le siège
S275;lésion traumatique de la trachée thoracique
M469;spondylopathie inflammatoire, sans précision
L651;anagène
N959;trouble de la ménopause et de la périménopause, sans précision
Q750;craniosynostose
O862;infection des voies urinaires, après accouchement
D239;tumeur bénigne de la peau, sans précision
N958;autres troubles précisés de la ménopause et de la périménopause
S097;lésions traumatiques multiples de la tête
D329;tumeur bénigne des méninges, sans précision
S620;fracture de l'os scaphoïde de la main
T399;intoxication par analgésique non opioïde, antipyrétique et antirhumatismal, sans précision
E631;déséquilibre alimentaire
D237;tumeur bénigne de la peau du membre inférieur, y compris la hanche
S098;autres lésions traumatiques précisées de la tête
S621;fracture d'autre(s) os du carpe
G468;autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires
E630;carence en acides gras essentiels
D236;tumeur bénigne de la peau du membre supérieur, y compris l'épaule
E749;anomalie du métabolisme des hydrates de carbone, sans précision
S622;fracture du premier métacarpien
D235;tumeur bénigne de la peau du tronc
S867;lésion traumatique de multiples muscles et tendons au niveau de la jambe
S623;fracture d'un autre os du métacarpe
T398;intoxication par autres analgésiques non opioïdes et antipyrétiques, non classés ailleurs
D234;tumeur bénigne de la peau du cuir chevelu et du cou
S317;plaies ouvertes multiples de l'abdomen, des lombes et du bassin
Q395;dilatation congénitale de l'oesophage
Q758;autres malformations congénitales précisées des os du crâne et de la face
H579;affection de l'oeil et de ses annexes, sans précision
Q396;diverticule congénital de l'œsophage
Q759;malformation congénitale des os du crâne et de la face, sans précision
H578;autres affections précisées de l'oeil et de ses annexes
F930;angoisse de séparation de l'enfance
O152;éclampsie au cours de la puerpéralité
S318;plaie ouverte de parties autres et non précisées de l'abdomen
Q398;autres malformations congénitales de l'oesophage
G708;autres affections neuro-musculaires précisées
O151;éclampsie au cours du travail
O150;éclampsie au cours de la grossesse
M628;autres atteintes musculaires précisées
Q391;atrésie de l'oesophage avec fistule trachéo-oesophagienne
Q501;kyste ovarien au cours du développement
Q741;malformation congénitale du genou
V606;occupant d'un véhicule lourd blessé dans une collision avec un piéton ou un animal, passager blessé dans un accident de la circulation
R568;convulsions, autres et non précisées
T659;effet toxique d'une substance, sans précision
Q868;autres syndromes congénitaux malformatifs dus à des causes exogènes connues
S135;entorse et foulure de la région thyroïdienne
I392;atteintes de la valvule tricuspide au cours de maladies classées ailleurs
T658;effets toxiques d'autres substances précisées
S136;entorse et foulure des articulations et des ligaments de parties autres et non précisées du cou
I393;atteintes de la valvule pulmonaire au cours de maladies classées ailleurs
Q768;autres malformations congénitales du thorax osseux
I394;atteintes valvulaires multiples au cours de maladies classées ailleurs
Q769;malformation congénitale du thorax osseux, sans précision
I352;sténose (de la valvule) aortique avec insuffisance
S131;luxation d'une vertèbre cervicale
I359;atteinte de la valvule aortique, sans précision
S132;luxations de parties autres et non précisées du cou
I358;autres atteintes de la valvule aortique
Q749;malformation congénitale d'un (des) membre(s) non précisé(s), sans précision
S133;luxations multiples du cou
I398;endocardite, valvule non précisée, au cours de maladies classées ailleurs
T540;effet toxique du phénol et homologues du phénol
Q748;autres malformations congénitales précisées d'un (des) membre(s) non précisé(s)
S134;entorse et foulure du rachis cervical
T542;effet toxique d'acides corrosifs et substances similaires
V396;occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation
F901;trouble hyperkinétique et trouble des conduites
Q762;spondylolisthésis congénital
T541;effet toxique d'autres composés organiques corrosifs
V395;passager blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation
P810;hyperthermie du nouveau-né due à l'environnement
Q861;syndrome foetal dû à l'hydantoïne
Q763;scoliose congénitale due à une malformation osseuse congénitale
V394;conducteur blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation
Q862;dysmorphisme dû à la warfarine
S431;luxation de l'articulation acromio-claviculaire
V541;occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus, passager blessé dans un accident en dehors de la circulation
S949;lésion traumatique d'un nerf non précisé, au niveau de la cheville et du pied
N501;affections vasculaires des organes génitaux de l'homme
T255;corrosion du premier degré de la cheville et du pied
H743;autres anomalies acquises des osselets
S430;luxation de l'articulation de l'épaule
V549;occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus, occupant, sans précision, d'une camionnette, blessé dans un accident de la circulation
V700;occupant d'un autobus blessé dans une collision avec un piéton ou un animal, conducteur blessé dans un accident en dehors de la circulation
R198;autres symptômes et signes précisés relatifs à l'appareil digestif et à l'abdomen
V547;occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus, personne à l'extérieur du véhicule blessée dans un accident de la circulation
T256;corrosion du second degré de la cheville et du pied
H742;dissociation et dislocation des osselets
V701;occupant d'un autobus blessé dans une collision avec un piéton ou un animal, passager blessé dans un accident en dehors de la circulation
N500;atrophie du testicule
T253;brûlure du troisième degré de la cheville et du pied
V546;occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus, passager blessé dans un accident de la circulation
N710;affection inflammatoire aiguë de l'utérus
T254;corrosion de la cheville et du pied, degré non précisé
R278;troubles de la coordination, autres et non précisés
V545;occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus, conducteur blessé dans un accident de la circulation
N711;affection inflammatoire chronique de l'utérus
V179;cycliste blessé dans une collision avec un objet fixe ou stationnaire, cycliste, sans précision, blessé dans un accident de la circulation
H939;affection de l'oreille, sans précision
H744;polype de l'oreille moyenne
C960;histiocytose à cellules de Langerhans multifocale et multisystémique (disséminée) [Maladie de Letterer–Siwe]
P399;infection spécifique de la période périnatale, sans précision
L631;pelade diffuse
T251;brûlure du premier degré de la cheville et du pied
P551;iso-immunisation ABO du foetus et du nouveau-né
V704;occupant d'un autobus blessé dans une collision avec un piéton ou un animal, personne blessée en montant ou en descendant du véhicule
C961;histiocytose maligne
N312;vessie neurogène flasque (périphérique), non classée ailleurs
H938;autres affections précisées de l'oreille
D162;tumeur bénigne des os longs du membre inférieur
M468;autres spondylopathies inflammatoires précisées
O831;autres accouchements uniques par le siège (avec assistance)
S276;lésion traumatique de la plèvre
L650;télogène
I129;néphropathie hypertensive, sans insuffisance rénale
T311;brûlures couvrant entre 10 et moins de 20% de la surface du corps
V619;occupant d'un véhicule lourd blessé dans une collision avec un cycle, occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation
H951;autres affections survenant après mastoïdectomie
I362;sténose non rhumatismale (de la valvule) tricuspide avec insuffisance
N805;endométriose de l'intestin
M658;autres synovites et ténosynovites
K610;abcès anal
T312;brûlures couvrant entre 20 et moins de 30% de la surface du corps
G958;autres affections précisées de la moelle épinière
H950;cholestéatome récidivant après mastoïdectomie
N804;endométriose du septum recto-vaginal et du vagin
T313;brûlures couvrant entre 30 et moins de 40% de la surface du corps
M659;synovite et ténosynovite, sans précision
F515;cauchemars
Q160;absence congénitale du pavillon de l'oreille
K611;abcès rectal
P709;anomalie transitoire du métabolisme des glucides chez le foetus et le nouveau-né, sans précision
H838;autres maladies précisées de l'oreille interne
L670;trichorrhexie noueuse
G959;affection de la moelle épinière, sans précision
N828;autres fistules de l'appareil génital de la femme
H209;iridocyclite, sans précision
N803;endométriose du péritoine pelvien
I360;sténose non rhumatismale (de la valvule) tricuspide
T000;lésions traumatiques superficielles de la tête avec lésions traumatiques superficielles du cou
F518;autres troubles du sommeil non organiques
