CODEACTE;CODEACTE_LABEL
GELD001;Instillation de surfactant exogène chez un nouveau-né en ventilation mécanique
GEQE008;Bronchoscopie au tube rigide
GDGE001;Ablation de corps étranger du larynx, par laryngoscopie directe
GDLE003;Injection de graisse dans le pli vocal [corde vocale], par laryngoscopie directe
GDSA004;Fermeture d'une fente laryngo-trachéo-pharyngo-oesophagienne congénitale, par cervicotomie
GELE007;Pose intrabronchique de matériel à visée hémostatique, par bronchoscopie au tube rigide
GECA001;Suture de plaie ou de rupture de bronche, par thoracotomie
GEHD001;Prélèvement intrabronchique distal protégé sur sonde d'intubation ou sur trachéotomie, sans fibroscopie
EQQP002;Mesure de la distance de marche en terrain plat en 6 minutes, avec surveillance de la saturation en oxygène par mesure transcutanée et mesure du débit d'oxygène utile
EZQH003;Angiographie d'un accès vasculaire artérioveineux d'un membre, par injection intravasculaire transcutanée
HBLD005;Pose d'infrastructure coronaire sur 5 implants ou plus
HBGB004;Curetage périapical avec résection de l'apex et obturation radiculaire d'une molaire
HBLD043;Pose d'une prothèse plurale [bridge] comportant 1 pilier d'ancrage métallique, 1 pilier d'ancrage céramométallique et 1 élément intermédiaire céramométallique
HBLD004;Application topique intrabuccale de fluorures
HBFD033;Exérèse de la pulpe vivante d'une incisive ou d'une canine permanente
HBGD022;Avulsion d'1 dent permanente sur arcade avec alvéolectomie
HBLD049;Pose d'une prothèse plurale dentoportée ou implantoportée comportant 2 piliers d'ancrage métalliques et un élément intermédiaire céramométallique ou en équivalents minéraux
HBGB002;Curetage périapical avec résection de l'apex et obturation radiculaire d'une prémolaire
HBGD033;Désobturation endodontique d'une molaire
HBGD036;Avulsion d'1 dent permanente sur arcade sans alvéolectomie
HBGD034;Avulsion de 2 dents permanentes sur arcade avec alvéolectomie
HBLD027;Pose d'une prothèse amovible définitive à châssis métallique, comportant 5 à 8 dents
HBFD032;Exérèse partielle de la pulpe vivante d'une dent permanente immature pour apexogénèse
HBGD044;Avulsion d'1 dent à couronne sousmuqueuse ou en désinclusion muqueuse
HBLD026;Pose d'une prothèse amovible définitive à châssis métallique, comportant 1 à 4 dents
HBLD034;Pose d'une prothèse dentaire plurale transitoire [bridge transitoire]
HBFA012;Exérèse d'hypertrophie gingivale ou de crête flottante sur une arcade maxillaire ou mandibulaire complète
HBFD019;Exérèse de la pulpe vivante d'une molaire temporaire
HBFA010;Gingivectomie à biseau interne sur un secteur de 4 à 6 dents
HBGD035;Avulsion d'1 dent temporaire sur arcade
HBGD016;Avulsion d'1 racine incluse
HBLD023;Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage céramométalliques ou en équivalents minéraux et 1 élément intermédiaire céramométallique ou en équivalents minéraux
HBGD004;Avulsion d'1 troisième molaire mandibulaire retenue ou à l'état de germe
HBLD033;Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage métalliques et 1 élément intermédiaire métallique
HBFA009;Gingivectomie à biseau interne sur un secteur de 1 à 3 dents
EPCA002;Pontage ou angioplastie d'élargissement du tronc veineux axillosubclavier ou fémoral en aval d'un accès vasculaire artérioveineux, par abord direct
EPFA006;Prélèvement peropératoire d'autogreffe veineuse pour pontage vasculaire
ENSF002;Embolisation de malformation artérioveineuse intraparenchymateuse de la moelle épinière, par voie vasculaire transcutanée
EQLF005;Administration intraveineuse continue d'agent pharmacologique vasoactif chez le nouveau-né pour suppléance hémodynamique, par 24 heures
ENFA003;Prélèvement peropératoire d'autogreffe artérielle pour pontage vasculaire
GFEA005;Transplantation de lobe pulmonaire, par thoracotomie sans CEC
GESA003;Fermeture de fistule bronchique, par thoracotomie
GKRP001;Séance de rééducation de la voix, de la parole et/ou du langage, avec contrôle instrumental
GGHB001;Ponction d'un épanchement pleural, sans guidage
GKGE002;Ablation d'implant phonatoire oesotrachéal ou de tube de calibrage intralaryngé, par endoscopie
GGJC002;Évacuation d'un hémothorax, par thoracoscopie
GKQE001;Bilan phonétique de la parole avec fibroscopie du pharynx et du larynx par voie nasale
GFFA004;Lobectomie pulmonaire avec résection-anastomose ou réimplantation de bronche, par thoracotomie
GGNA001;Abrasion ou exérèse de la plèvre pariétale, par thoracotomie
GFFA019;Exérèse de lobe pulmonaire restant [Totalisation de pneumonectomie], par thoracotomie
GKQP001;Analyse informatisée acoustique de la voix
GGPA002;Libération du poumon [Pneumolyse] pour symphyse pleurale
GFFC002;Exérèse partielle non anatomique du poumon, par thoracoscopie
GKQP002;Évaluation phoniatrique de la communication chez l'enfant malentendant
GKQP011;Analyse informatisée aérodynamique de la phonation
GFFA035;Exérèse de séquestration extralobaire, par thoracotomie
GFQP001;Mesure de la compliance [de l'élasticité] pulmonaire
GFFA028;Pneumonectomie avec résection-anastomose de la veine cave supérieure ou résection de l'oreillette gauche, par thoracotomie
GFFC003;Exérèse de séquestration extralobaire, par thoracoscopie
EELF004;Injection intraartérielle in situ suprasélective d'agent pharmacologique anticancéreux au membre inférieur, par voie artérielle transcutanée
EDSF005;Embolisation sélective ou hypersélective d'une artère digestive, par voie artérielle transcutanée
EEJF001;Thromboaspiration d'artère ou de pontage artériel du membre inférieur, par voie artérielle transcutanée
EDSF001;Oblitération suprasélective de plusieurs anévrismes sacculaires d'artère digestive, par voie artérielle transcutanée
EDLF014;Injection intraartérielle hépatique in situ sélective ou hypersélective d'agent pharmacologique anticancéreux non radio-isotopique sans embolisation de particules, par voie artérielle transcutanée
EEFA002;Thrombectomie d'artère du membre inférieur, par abord poplité
EDLF005;Pose d'endoprothèse couverte iliaque par voie artérielle transcutanée
EDJF001;Thromboaspiration de l'artère rénale, par voie artérielle transcutanée
EEAF004;Dilatation intraluminale d'une artère du membre inférieur avec pose d'endoprothèse, par voie artérielle transcutanée
EDSF008;Embolisation suprasélective de l'artère rénale, par voie artérielle transcutanée
EDQH005;Artériographie sélective et/ou hypersélective de plusieurs branches extradigestives de l'aorte abdominale ou de plusieurs branches de l'artère iliaque interne, par voie artérielle transcutanée
DGCA001;Suture de plaie de l'aorte abdominale, d'une artère iliaque commune et/ou d'une artère iliaque externe, par laparotomie
DFMA008;Réparation du retour veineux pulmonaire anormal partiel, par thoracotomie avec CEC
DERF002;Choc électrique cardiaque à haute énergie, par voie vasculaire transcutanée
DFFA003;Thromboendartériectomie du tronc et/ou des branches de l'artère pulmonaire, par thoracotomie avec CEC
DELF902;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites, et d'une sonde dans le sinus coronaire par voie veineuse transcutanée
DFQH001;Artériographie sélective du tronc et/ou des branches de l'artère pulmonaire, par voie veineuse transcutanée
DGCA009;Pontage aortofémoral unilatéral, par laparotomie avec clampage infrarénal
DFCA004;Anastomose cavopulmonaire ou atriopulmonaire totale, par thoracotomie avec CEC
DGAF004;Dilatation intraluminale d'une coarctation de l'aorte thoracique avec pose d'endoprothèse, par voie artérielle transcutanée
DFGA002;Ablation d'un cerclage pulmonaire avec fermeture de communications interventriculaires multiples, par thoracotomie avec CEC
DFFA001;Embolectomie de l'artère pulmonaire, par thoracotomie avec CEC
DEMP002;Contrôle et réglage transcutané secondaires d'un stimulateur cardiaque
DGCA006;Suture d'une rupture de l'isthme de l'aorte, par thoracotomie avec CEC
DFMA011;Réparation d'une atrésie de l'artère pulmonaire avec fermeture d'une communication interventriculaire avec prothèse [tube valvé ou non], par thoracotomie avec CEC
DEQP001;Électrocardiographie, avec enregistrement événementiel déclenché et télétransmission
DGCA007;Pontage aortoaortique infrarénal par laparotomie, avec clampage infrarénal
DFCA006;Anastomose entre le tronc de l'artère pulmonaire et l'aorte thoracique ascendante, par thoracotomie avec CEC
DEQF004;Exploration électrophysiologique cardiaque par sonde intracavitaire droite par voie veineuse transcutanée, avec manoeuvres provocatrices d'une tachycardie à l'étage atrial
DGCA010;Pontage bifurqué aortobifémoral, par laparotomie avec clampage suprarénal
DFQL001;Recherche d'une thrombose artérielle pulmonaire, par injection de traceur radio-isotopique spécifique
DEQP005;Électrocardiographie sur au moins 2 dérivations, avec enregistrement continu pendant au moins 24 heures
BAFA017;Résection graisseuse bilatérale des paupières, par abord conjonctival
BBQE900;Endoscopie des voies lacrymales
DBMA004;Reconstruction de la voie aortique par transfert de la valve pulmonaire en position aortique avec reconstruction de la voie pulmonaire, par thoracotomie avec CEC
DAQL012;Scintigraphie des cavités cardiaques à visée rythmologique
DASA010;Fermeture de communications interventriculaires multiples, avec résection musculaire cardiaque intraventriculaire, par thoracotomie avec CEC
DAQL004;Scintigraphie des cavités cardiaques pendant une épreuve d'effort ou une épreuve pharmacologique
DAFA002;Résection ou consolidation d'une zone myocardique infarcie, par thoracotomie sans CEC
DAAA003;Plastie d'agrandissement de l'infundibulum pulmonaire, par thoracotomie avec CEC
FCFA005;Curage lymphonodal [ganglionnaire] cervical complet et médiastinorécurrentiel unilatéral, par cervicotomie
EQQP001;Mesure de la distance de marche sur tapis roulant ou par enregistrement électromagnétique
EQRM001;Épreuve d'effort sur tapis roulant, avec électrocardiographie discontinue, examen doppler continu des artères des membres inférieurs et mesure de l'index de pression systolique
FAFA013;Adénoïdectomie avec myringotomie unilatérale ou bilatérale
FAFA014;Amygdalectomie par dissection
EQMP001;Suppléance hémodynamique par dispositif de contrepulsion diastolique intraaortique, par 24 heures
FAFA001;Adénoïdectomie avec pose unilatérale d'aérateur transtympanique
EQQP010;Mesure de la compliance artérielle
EZNH002;Sclérose d'une lésion vasculaire ostéoarticulaire d'un membre, par injection transcutanée intralésionnelle d'agent pharmacologique avec guidage radiologique
FBFA001;Exérèse du thymus vestigial, par cervicotomie
EZSF001;Occlusion définitive peropératoire d'un tronc vasculaire par ballonnet ou embolisation
FCFA001;Exérèse de lymphangiome cervical
EQQP004;Suppléance hémodynamique par circulation extracorporelle, par 24 heures
FAND001;Séance de destruction de tissu amygdalien pharyngien ou lingual
EZMA001;Création d'une fistule artérioveineuse pour accès vasculaire par abord direct sans superficialisation veineuse, chez un sujet de plus de 20 kg
EZSA005;Fermeture d'une communication artérioveineuse tronculaire congénitale [d'un shunt artérioveineux tronculaire congénital], par abord direct
EZJF002;Thromboaspiration d'un accès vasculaire artérioveineux d'un membre avec dilatation intraluminale sans pose d'endoprothèse, par voie vasculaire transcutanée
GFFA016;Lobectomie pulmonaire avec résection-anastomose de la veine cave supérieure ou résection de l'oreillette gauche, par thoracotomie
GKQP010;Bilan instrumental de la phonation avec enregistrement vidéoscopique et/ou photographique, et examen stroboscopique du larynx
GFFA017;Exérèse partielle non anatomique unique du poumon, par thoracotomie
GGJB005;Pose de plusieurs drains thoraciques pour irrigation-lavage pleurale, par voie transcutanée
GKKD002;Changement d'un implant phonatoire oesotrachéal, sans endoscopie
GGJB006;Séance d'irrigation-lavage pleurale
GFFA012;Pneumonectomie, par thoracotomie avec préparation par thoracoscopie
DZEA001;Transplantation itérative du coeur, par thoracotomie avec CEC
EAFA006;Exérèse d'une tumeur du glomus [corpuscule] tympanojugulaire par abord transpétreux, sans déroutement du nerf facial
DHQH006;Phlébographie globale de la veine cave supérieure [Cavographie supérieure], par voie veineuse transcutanée
EACA006;Exclusion de fistule artérioveineuse durale de la convexité, par craniotomie
EEFA006;Résection-anastomose d'une artère du membre inférieur, par abord direct
EEAF005;Dilatation intraluminale d'une artère du membre inférieur avec dilatation intraluminale de l'artère iliaque commune et/ou de l'artère iliaque externe homolatérale sans pose d'endoprothèse, par voie artérielle transcutanée
EJSA001;Ligature de plusieurs veines perforantes jambières, par abord direct
EPLF005;Pose d'un cathéter veineux central non tunnellisé pour circulation extracorporelle, par voie transcutanée
ENCA001;Exclusion de malformation artérioveineuse durale rachidienne, par abord direct
ELQJ003;Remnographie des vaisseaux [Angio-IRM] de l'abdomen et/ou du petit bassin, avec remnographie des vaisseaux [angio-IRM] des membres
EJQM003;Échographie-doppler des veines des membres inférieurs et des veines iliaques, pour recherche de thrombose veineuse profonde
ELFA001;Résection du tronc de la veine porte, des vaisseaux mésentériques supérieurs et/ou de l'artère hépatique avec rétablissement de la continuité vasculaire, au cours d'une exérèse du foie ou du pancréas
GDFE011;Exérèse de lésion laryngée infraglottique, par laryngoscopie directe sans laser
GEFA006;Résection-anastomose de la trachée sans abaissement du larynx, par thoracotomie
GDFE002;Exérèse de lésion ou épluchage de la muqueuse du plan glottique, par laryngoscopie directe avec laser
GENE008;Destruction mécanique de lésion de l'arbre trachéobronchique, par fibroscopie
GELF001;Pose de cathéter laryngé ou de cathéter trachéal, par voie transcutanée
GDNE003;Destruction de lésion du larynx, par laryngoscopie directe avec laser
GEFA004;Résection-anastomose de la bifurcation trachéale, par thoracotomie
GENE005;Destruction de lésion de l'arbre trachéobronchique par cryothérapie ou thermocoagulation, par fibroscopie
GDFE009;Épiglottectomie partielle, par laryngoscopie directe avec laser
GDFA013;Hémilaryngopharyngectomie
GDPE002;Cordotomie postérieure, par laryngoscopie directe sans laser
GEQE001;Bronchoscopie au tube rigide, avec prélèvement médiastinal à l'aiguille par voie transbronchique
GEQE013;Examen panendoscopique des voies aérodigestives supérieures avec trachéoscopie et oesophagoscopie
GENE002;Destruction de lésion de l'arbre trachéobronchique avec laser, par fibroscopie
GEJE003;Aspiration intrabronchique à visée thérapeutique chez un patient intubé ou trachéotomisé, par fibroscopie
EDLF007;Pose d'endoprothèse couverte dans l'artère iliaque interne ou une branche extradigestive de l'aorte abdominale, par voie artérielle transcutanée
EDQM001;Échographie-doppler des artères iliaques et des artères des membres inférieurs
EZNF001;Fibrinolyse in situ d'un accès vasculaire artérioveineux d'un membre avec dilatation intraluminale sans pose d'endoprothèse, par voie vasculaire transcutanée
EZCA003;Pontage artérioveineux pour accès vasculaire, par abord direct
EZSM001;Fermeture d'un faux anévrisme ou d'une fistule artérioveineuse, par compression transcutanée avec guidage échographique
EQQM006;Mesure de la pression intraartérielle d'un membre en au moins 3 points, par doppler transcutané ou pléthysmographie
EQQP003;Mesure de la distance de marche en terrain plat en 6 minutes, avec surveillance de la saturation en oxygène par mesure transcutanée
FCBP001;Séance de compression [pressothérapie] mercurielle d'un membre
EDPF008;Recanalisation de l'artère iliaque commune et/ou de l'artère iliaque externe sans pose d'endoprothèse, par voie artérielle transcutanée
EDSF012;Embolisation sélective et/ou hypersélective de plusieurs artères digestives, par voie artérielle transcutanée
EECA005;Pontage d'une artère du pied, par abord direct
EDSF013;Oblitération suprasélective d'un anévrisme sacculaire de l'artère rénale, par voie artérielle transcutanée
EDLL002;Injection intraartérielle hépatique in situ d'agent pharmacologique radio-isotopique sans embolisation de particules, par voie artérielle transcutanée
EEGA002;Ablation d'une prothèse artérielle du membre inférieur avec revascularisation, par abord direct
EDSF006;Embolisation suprasélective d'une artère digestive, par voie artérielle transcutanée
FDHB006;Ponction de moelle osseuse pour myélogramme et analyses biologiques dans un territoire, par voie transcutanée
FGRP010;Tests vasomoteurs de stimulation cutanée pour rhinite
FGRP005;Test allergologique épicutané en chambre close [Patch test] par batterie standard et tests orientés
FGLB004;Séance d'injection ou d'ingestion d'un médicament à concentration croissante pour accoutumance
FEJF003;Saignée thérapeutique
FCFA019;Curage lymphonodal [ganglionnaire] iliaque unilatéral ou bilatéral, par laparotomie
DBPA003;Commissurotomie [Valvulotomie] ou valvectomie [valvulectomie] pulmonaire, par thoracotomie avec clampage cave
DDAF006;Dilatation intraluminale d'un vaisseau coronaire avec pose d'endoprothèse, par voie artérielle transcutanée
DBPA002;Commissurotomie ou valvectomie atrioventriculaire droite, par thoracotomie avec CEC
DELF016;Implantation souscutanée d'un défibrillateur cardiaque automatique sans fonction de défibrillation atriale, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites par voie veineuse transcutanée
DELA003;Implantation souscutanée d'un stimulateur cardiaque avec pose d'électrode épicardique ventriculaire pour stimulation définitive, par abord direct
DELF017;Pose d'une sonde supplémentaire de stimulation cardiaque, par voie veineuse transcutanée
DELA001;Implantation souscutanée d'un stimulateur cardiaque avec pose d'électrodes épicardiques atriale et ventriculaire pour stimulation définitive, par abord direct
DDAF007;Dilatation intraluminale de 2 vaisseaux coronaires avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée
DDSA002;Fermeture de fistule coronarocardiaque, par thoracotomie sans CEC
DDMA017;Revascularisation coronaire par un greffon artériel avec 2 anastomoses distales, par thoracotomie avec CEC
DDMA034;Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC
DDMA021;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC
DEEF002;Repositionnement de sonde définitive intracavitaire de défibrillation cardiaque, par voie veineuse transcutanée
DELA002;Pose peropératoire d'électrode épicardique sans pose de générateur
DEGF001;Ablation d'une sonde définitive intracavitaire de stimulation ou de défibrillation cardiaque avec utilisation de dispositif spécifique, par voie veineuse transcutanée
DAQM901;Échographie harmonique avec injection intraveineuse transcutanée d'un produit de contraste ultrasonore pour étude de la perfusion du myocarde, au cours d'une échographie du coeur et des vaisseaux intrathoraciques
CERP001;Épreuve vestibulaire bicalorique calibrée avec électronystagmographie ou vidéonystagmographie
DASA004;Fermeture d'une communication interventriculaire pour discordance atrioventriculaire et transposition ou malposition des gros vaisseaux, par thoracotomie avec CEC
DBKA001;Remplacement de la valve aortique par homogreffe, par thoracotomie avec CEC
DBMA003;Annuloplastie atrioventriculaire gauche, par thoracotomie avec CEC
DAFA006;Résection d'un bourrelet musculaire infraaortique pour cardiomyopathie obstructive, par thoracotomie avec CEC
CERP002;Séance de rééducation de la fonction vestibulaire labyrinthique
DAFA007;Résection musculaire cardiaque intraventriculaire, par thoracotomie avec CEC
DAAF003;Agrandissement d'une communication interatriale, par voie veineuse transcutanée
DBAF001;Dilatation intraluminale de l'orifice aortique, par voie artérielle transcutanée
DBMA009;Reconstruction de l'anneau aortique avec remplacement de la valve par prothèse mécanique ou bioprothèse avec armature, par thoracotomie avec CEC
DBLA001;Pose d'un tube valvé ou non entre un ventricule et l'artère pulmonaire, par thoracotomie avec CEC
DBKA008;Remplacement de la valve atrioventriculaire droite par homogreffe, par thoracotomie avec CEC
DBMA008;Annuloplastie atrioventriculaire droite, par thoracotomie avec CEC
DAGA002;Ablation d'électrode intracardiaque de stimulation ou de défibrillation, par thoracotomie sans CEC
CDQP017;Enregistrement des potentiels évoqués auditifs précoces pour étude des temps de conduction et mesure des amplitudes
CDQP011;Audiométrie vocale dans le bruit
GAMA021;Reconstruction du nez, de l'héminez ou de la pointe de nez avec armature ostéochondrale, lambeau de couverture cutanée et lambeau de doublure muqueuse
GBBA001;Exclusion unilatérale ou bilatérale du sinus frontal par résection de la paroi postérieure [Cranialisation du sinus frontal]
GAMA015;Plastie narinaire pour collapsus de la valve nasale interne
GCME003;Plastie des choanes par endoscopie nasale sans laser, pour imperforation bilatérale
GAMA024;Rhinoplastie avec ostéotomie, sans autogreffe de cartilage
GBPA003;Sinusotomie frontale unilatérale ou bilatérale avec résection du septum et du plancher nasaux, par endoscopie nasale ou par abord direct
GAMA017;Plastie des orifices piriformes du nez chez le nourrisson
GDFA012;Laryngopharyngectomie supracricoïdienne avec cricohyoïdopexie
GAMA008;Rhinoplastie primitive de la pointe
GBQE001;Sinusoscopie sphénoïdale
GAMA002;Réparation de perte de substance du nez par lambeau frontal à pédicule inférieur
GAME001;Turbinoplastie ou turbinectomie inférieure et/ou moyenne unilatérale ou bilatérale, par endoscopie
GDFA010;Aryténoïdectomie ou aryténoïdopexie, par thyrotomie
EEGA001;Ablation d'une prothèse artérielle du membre inférieur sans revascularisation, par abord direct
EDSF016;Embolisation sélective ou hypersélective de l'artère iliaque interne ou d'une branche extradigestive de l'aorte abdominale, par voie artérielle transcutanée
EDPF001;Recanalisation de l'artère iliaque interne avec pose d'endoprothèse, par voie artérielle transcutanée
EDQH006;Artériographie sélective et/ou hypersélective de plusieurs branches digestives de l'aorte abdominale, par voie artérielle transcutanée
EDJF002;Thromboaspiration d'artère digestive, par voie artérielle transcutanée
EDPF007;Recanalisation de l'artère iliaque interne sans pose d'endoprothèse, par voie artérielle transcutanée
EDQH007;Artériographie suprasélective de branche digestive de l'aorte abdominale, par voie artérielle transcutanée
EDPF003;Recanalisation d'une artère digestive sans pose d'endoprothèse, par voie artérielle transcutanée
EDQH008;Artériographie sélective ou hypersélective d'une branche digestive de l'aorte abdominale, par voie artérielle transcutanée
EDNF002;Fibrinolyse in situ sélective ou hypersélective de l'artère rénale, par voie artérielle transcutanée
EDLF021;Injection intraartérielle rénale in situ suprasélective d'agent pharmacologique anticancéreux sans embolisation de particules, par voie artérielle transcutanée
EDPF009;Recanalisation de l'artère iliaque commune et/ou de l'artère iliaque externe avec pose d'endoprothèse, par voie artérielle transcutanée
EDSA001;Ligature d'une artère digestive, par laparotomie
EDLF008;Pose d'endoprothèse couverte dans plusieurs artères digestives, par voie artérielle transcutanée
EDMA001;Revascularisation de l'artère rénale à partir d'une artère digestive, par laparotomie ou par lombotomie
EEFA001;Thromboendartériectomie de l'artère fémorale et/ou de ses branches, par abord direct
EDSF015;Embolisation suprasélective de plusieurs artères digestives, par voie artérielle transcutanée
BFGA005;Ablation de matériel implanté dans le segment antérieur de l'½il
BGJB001;Évacuation de collection de la choroïde, par voie transsclérale
BGDA007;Indentation transsclérale par ballonnet
BEFA004;Exérèse de lésion du corps ciliaire
BEJB004;Drainage de l'humeur aqueuse de l'oeil
DDQH015;Artériographie coronaire avec angiographie de plusieurs pontages coronaires et ventriculographie gauche, par voie artérielle transcutanée
DDMA012;Revascularisation coronaire par 3 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC
DDMA037;Revascularisation coronaire par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC
DDQH011;Artériographie coronaire avec angiographie d'un pontage coronaire et ventriculographie gauche, par voie artérielle transcutanée
DDMA013;Revascularisation coronaire par 3 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie avec CEC
DDMA038;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC
EZFA003;Exérèse d'un accès vasculaire artérioveineux avec reconstruction vasculaire
EQQH002;Mesure et enregistrement des pressions du coeur gauche et de l'aorte, avec injection de produit de contraste, par voie artérielle transcutanée
EZMA002;Création d'une fistule artérioveineuse pour accès vasculaire par abord direct avec superficialisation veineuse, chez un sujet de moins de 20 kg
EZMA003;Création d'une fistule artérioveineuse pour accès vasculaire par abord direct avec superficialisation veineuse, chez un sujet de plus de 20 kg
EQQF004;Mesure et enregistrement des pressions du coeur droit, de l'artère pulmonaire et du coeur gauche, sans injection de produit de contraste, par voie veineuse transcutanée avec perforation du septum interatrial
EQQP009;Mesure de la pulsatilité artérielle par débitmétrie électromagnétique ou par impédance [irrigraphie]
EZBA002;Réduction du volume d'un anévrisme d'un accès vasculaire artérioveineux
EZAF001;Dilatation intraluminale d'un accès vasculaire artérioveineux d'un membre sans pose d'endoprothèse, par voie vasculaire transcutanée
EZCA004;Pontage ou angioplastie d'élargissement d'un accès vasculaire artérioveineux, par abord direct
EZQM001;Échographie-doppler d'une fistule artérioveineuse pour circulation extracorporelle
EZNF002;Fibrinolyse in situ d'un accès vasculaire artérioveineux d'un membre avec dilatation intraluminale et pose d'endoprothèse, par voie vasculaire transcutanée
EQQP005;Capillaroscopie périunguéale
EZKA001;Changement de la membrane d'un site d'accès vasculaire implanté pour circulation extracorporelle
EQQP008;Enregistrement ambulatoire discontinu de la pression intraartérielle par méthode non effractive pendant au moins 24 heures [MAPA] [Holter tensionnel]
FCFA003;Exérèse de lymphangiome cervical avec extension médiastinale, par cervicotomie
DHPF002;Recanalisation de la veine cave supérieure avec pose d'endoprothèse, par voie veineuse transcutanée
EAAF902;Dilatation intraluminale de l'artère vertébrale intracrânienne ou de l'artère basilaire avec pose d'endoprothèse, par voie artérielle transcutanée
EACA004;Exclusion d'un anévrisme artériel vertébrobasilaire d'un diamètre inférieur ou égal à 20 mm, par craniotomie
DKMD001;Ressuscitation cardiorespiratoire avec intubation trachéale, en dehors d'un bloc médicotechnique
DZMA006;Réparation à l'étage atrial d'une transposition ou d'une malposition des gros vaisseaux avec fermeture d'une communication interventriculaire, par thoracotomie avec CEC
DHSA002;Ligature de la veine cave inférieure et/ou de l'une de ses branches viscérales, par laparotomie
DZQN001;Remnographie [IRM] morphologique du coeur
EAFA001;Embolectomie ou thromboendartériectomie de vaisseau intracrânien, par craniotomi
DZSA001;Suppression d'une anastomose palliative pour cardiopathie congénitale, avec angioplastie d'agrandissement d'une branche de l'artère pulmonaire, par thoracotomie avec CEC
DZQJ010;Échographie-doppler transthoracique et échographie-doppler par voie oesophagienne du coeur et des vaisseaux intrathoraciques, avec injection intraveineuse de produit de contraste ultrasonore ne franchissant pas le poumon
DHCA002;Pontage de la veine brachiocéphalique ou de la veine cave supérieure, par thoracotomie
DZQM006;Échographie-doppler transthoracique du coeur et des vaisseaux intrathoraciques
DCMC001;Création d'une fenêtre péricardopleurale, par thoracoscopie
DDQH006;Angiographie de pontage coronaire, par voie artérielle transcutanée
DEGF006;Ablation d'une sonde définitive intracavitaire de défibrillation et d'une sonde définitive intracavitaire de stimulation cardiaque sans utilisation de dispositif spécifique, par voie veineuse transcutanée
ANQP005;Enregistrement des potentiels évoqués nociceptifs avec mesure des amplitudes et des latences des réponses corticales, par stimulation au laser
AJNH004;Destruction chimique de la chaîne ganglionnaire sympathique lombale, par voie transcutanée avec guidage scanographique
BAAA002;Allongement du muscle releveur de la paupière supérieure et/ou section de sa lame profonde [muscle de Müller], sans interposition de matériau inerte ni autogreffe
BLQP002;Campimétrie ou périmétrie manuelle ou automatisée, sans programme spécifique de mesure de seuils
BHGA006;Éviscération du bulbe [globe] oculaire, avec comblement de la cavité sclérale
BLRP001;Séance de stimulation de la vision binoculaire et de l'amblyopie
BGQP011;Électrorétinographie [ERG] avec enregistrement des potentiels évoqués visuels [PEV] et électrooculographie [EOG]
BJQP005;Vidéonystagmoscopie
BHQB001;Mesure de la pression [tension] intraoculaire [Tonométrie intraoculaire], sous anesthésie générale
BHGA002;Éviscération du bulbe [globe] oculaire, sans comblement de la cavité sclérale
BHRP001;Épreuve de provocation du glaucome
BKGA007;Exentération de l'orbite
BHQP002;Gonioscopie oculaire
BLQP010;Examen de la vision binoculaire
BKKP003;Changement d'un implant intraorbitaire, après énucléation ou éviscération du bulbe [globe] oculaire
BGPP002;Vitréosection avec laser
BGQP006;Rétinographie par stéréophotographie, clichés composés de la périphérie rétinienne ou cliché grand champ supérieur à 60°
BGQP007;Rétinographie en couleur ou en lumière monochromatique, sans injection [Photographie du segment postérieur de l'oeil, sans injection]
BLQP011;Mesure de l'acuité visuelle potentielle par interférométrie au laser
BLQP007;Exploration du sens chromatique [vision des couleurs] par assortiment
BJEA002;Réinsertion posttraumatique de muscle oculomoteur
BKLP002;Pose d'une épithèse orbitopalpébrale
BHGA005;Énucléation du bulbe [globe] oculaire, avec insertion d'un implant nu dans la gaine du bulbe [capsule de Tenon]
BJCA001;Suture de plaie des muscles oculomoteurs
BHFA001;Prélèvement unilatéral ou bilatéral du bulbe [globe] oculaire, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique
BJLB901;Injection unilatérale ou bilatérale de toxine botulique dans les muscles oculomoteurs
BLMP001;Adaptation bilatérale de lentille de contact pour kératocône ou astigmatisme irrégulier
BLQP015;Mesure de la fonction visuelle centrale et scotométrie par ophtalmoscope à balayage laser
HBED018;Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, avec adjonction de 2 dispositifs associés
HBBD006;Comblement [Scellement] prophylactique des puits, sillons et fissures sur 2 dents
