GHM;GHM_LABEL
01K074;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 4
11K08J;Lithotritie extracorporelle de lappareil urinaire, en ambulatoire
05K08Z;Actes thérapeutiques par voie vasculaire sauf endoprothèses sans pathologie cardiovasculaire sévère
24K08Z;Affections de la CMD 08 : séjours de moins de 2 jours, sans acte opératoire de la CMD 08, avec anesthésie
17K081;Autres curiethérapies, niveau 1
17K082;Autres curiethérapies, niveau 2
17K083;Autres curiethérapies, niveau 3
17K084;Autres curiethérapies, niveau 4
05K09Z;Actes diagnostiques par voie vasculaire avec pathologie cardiovasculaire sévère en dehors d'un infarctus aigu du myocarde
24K09Z;Affections de la CMD 09 : séjours de moins de 2 jours, sans acte opératoire de la CMD 09, avec anesthésie
17K091;Irradiations internes, niveau 1
17K092;Irradiations internes, niveau 2
17K093;Irradiations internes, niveau 3
17K094;Irradiations internes, niveau 4
05K10J;Actes diagnostiques par voie vasculaire, en ambulatoire
05K10Z;Actes diagnostiques par voie vasculaire sans pathologie cardiovasculaire sévère
24K10Z;Lithotritie extracorporelle de l'appareil urinaire : séjours de moins de 2 jours
05K101;Actes diagnostiques par voie vasculaire, niveau 1
05K102;Actes diagnostiques par voie vasculaire, niveau 2
05K103;Actes diagnostiques par voie vasculaire, niveau 3
05K104;Actes diagnostiques par voie vasculaire, niveau 4
05K11T;Traitements des troubles du rythme par voie vasculaire, très courte durée
05K11Z;Traitements des troubles du rythme par voie vasculaire
24K11Z;Affections de la CMD 13 : séjours de moins de 2 jours, sans acte opératoire de la CMD 13, avec anesthésie
05K111;Traitements des troubles du rythme par voie vasculaire, niveau 1
05K112;Traitements des troubles du rythme par voie vasculaire, niveau 2
05K113;Traitements des troubles du rythme par voie vasculaire, niveau 3
05K114;Traitements des troubles du rythme par voie vasculaire, niveau 4
05K12Z;Actes thérapeutiques par voie vasculaire sauf endoprothèse, sans pathologie cardiovasculaire sévère, âge inférieur à 18 ans
24K12Z;Affections de la CMD 17 : séjours de moins de 2 jours, sans acte opératoire, avec anesthésie
05K121;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 1
05K122;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 2
05K123;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 3
05K124;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 4
05K13J;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge supérieur à 17 ans, en ambulatoire
05K13Z;Actes thérapeutiques par voie vasculaire sauf endoprothèse, sans pathologie cardiovasculaire sévère, âge supérieur à 18 ans
24K13Z;Motifs de recours de la CMD 23 : séjours de moins de 2 jours, sans acte opératoire, avec anesthésie
05K131;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge supérieur à 17 ans, niveau 1
05K132;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge supérieur à 17 ans, niveau 2
05K133;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge supérieur à 17 ans, niveau 3
05K134;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge supérieur à 17 ans, niveau 4
05K14Z;Mise en place de certains accès vasculaires pour des affections de la CMD 05, séjours de moins de 2 jours
24K14Z;Autres séjours de moins de 2 jours sans acte opératoire, avec anesthésie
05K15J;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, en ambulatoire
24K15Z;Affections de la CMD  03 : séjours de moins de 2 jours, sans acte opératoire de la CMD 03, avec anesthésie
05K151;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 1
05K152;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 2
05K153;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 3
05K154;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 4
24K16Z;Endoprothèses coronariennes et vasculaires périphériques : séjours de moins de 2 jours
05K17J;Affections cardiovasculaires sans acte opératoire de la CMD 05, avec anesthésie, en ambulatoire
24K17Z;Actes thérapeutiques par voie vasculaire sauf endoprothèses et embolisations : séjours de moins de 2 jours
05K18J;Varices avec acte autre que ligature et éveinage, en ambulatoire
24K18Z;Affections de la CMD  05 : séjours de moins de 2 jours, sans acte opératoire de la CMD 05, avec anesthésie
24K19Z;Affections de la CMD  06 : séjours de moins de 2 jours, sans acte opératoire de la CMD 06, avec anesthésie
05K191;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 1
05K192;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 2
05K193;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 3
05K194;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 4
05K20T;Autres traitements de troubles du rythme par voie vasculaire, très courte durée
24K20Z;Évacuation d'ascite : séjours de moins de 2 jours
05K201;Autres traitements de troubles du rythme par voie vasculaire, niveau 1
05K202;Autres traitements de troubles du rythme par voie vasculaire, niveau 2
05K203;Autres traitements de troubles du rythme par voie vasculaire, niveau 3
05K204;Autres traitements de troubles du rythme par voie vasculaire, niveau 4
24K21Z;Affections de la CMD  21 : séjours de moins de 2 jours, sans acte opératoire de la CMD 21, avec anesthésie
05K211;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 1
05K212;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 2
05K213;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 3
05K214;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 4
24K22Z;Affections de la CMD  22 : séjours de moins de 2 jours, sans acte opératoire de la CMD 22, avec anesthésie
05K221;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 1
05K222;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 2
05K223;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 3
05K224;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 4
05K23J;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, en ambulatoire
24K23Z;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire : séjours de moins de 2 jours
05K231;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 1
05K232;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 2
05K233;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 3
05K234;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 4
05K24J;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, en ambulatoire
24K24Z;Endoscopies biliaires thérapeutiques et anesthésie : séjours de moins de 2 jours
05K241;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 1
05K242;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 2
05K243;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 3
05K244;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 4
05K25J;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, en ambulatoire
24K25Z;Autres endoscopies biliaires : séjours de moins de 2 jours
05K251;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 1
05K252;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 2
05K253;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 3
05K254;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 4
05K26J;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, en ambulatoire
24K26Z;Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours
05K261;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 1
05K262;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 2
05K263;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 3
05K264;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 4
24K27Z;Endoscopies digestives thérapeutiques sans anesthésie : séjours de moins de 2 jours
24K28Z;Endoscopies digestives diagnostiques et anesthésie : séjours de moins de 2 jours
24K29Z;Endoscopies digestives diagnostiques sans anesthésie : séjours de moins de 2 jours
24K30Z;Endoscopies urinaires thérapeutiques et anesthésie : séjours de moins de 2 jours
24K31Z;Endoscopies urinaires thérapeutiques sans anesthésie : séjours de moins de 2 jours
24K32Z;Endoscopies urinaires diagnostiques et anesthésie : séjours de moins de 2 jours
24K33Z;Endoscopies urinaires diagnostiques sans anesthésie : séjours de moins de 2 jours
24K34Z;Endoscopies oto-rhino-laryngologiques : séjours de moins de 2 jours
24K35Z;Endoscopies bronchiques : séjours de moins de 2 jours
24K36Z;Traitements des troubles du rythme par voie vasculaire : séjours de moins de 2 jours
24K37Z;Embolisations : séjours de moins de 2 jours
24K38Z;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires sans anesthésie : séjours de moins de 2 jours
24K39Z;Actes diagnostiques par voie vasculaire de la CMD 05 : séjours de moins de 2 jours
01M01S;Affections du système nerveux, avec CMAS
06M01S;Affections du tube digestif avec CMAS
07M01S;Affections du système hépatobiliaire et du pancréas avec CMAS
08M01S;Affections de l'appareil musculosquelettique et du tissu conjonctif, avec CMAS non traumatiques
10M01S;Affections endocriniennes, métaboliques et nutritionnelles, avec CMAS
11M01S;Affections des reins et des voies urinaires, avec CMAS
16M01S;Affections du sang et des organes hématopoïétiques, avec CMAS
17M01S;Affections myéloprolifératives et tumeurs de siège imprécis ou diffus, avec CMAS
21M01S;Traumatismes, allergies et empoisonnements, avec CMAS
26M01S;Traumatismes multiples graves, avec CMAS non traumatiques
24M01Z;Convulsions, épilepsies et céphalées : séjours de moins de 2 jours
14M02A;Affections médicales du post-partum ou du post-abortum, sans complication significative
25M02A;Autres maladies dues au VIH
14M02B;Affections médicales du post-partum ou du post-abortum, avec complications
25M02B;Maladies dues au VIH, avec une seule complication infectieuse
25M02C;Maladies dues au VIH, avec plusieurs complications infectieuses
05M02E;Infarctus aigu du myocarde avec décès
03M02T;Traumatismes et déformations du nez, très courte durée
04M02T;Bronchites et asthme, âge inférieur à 18 ans, très courte durée
06M02T;Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, très courte durée
07M02T;Affections des voies biliaires, très courte durée
09M02T;Traumatismes de la peau et des tissus souscutanés, âge inférieur à 18 ans, très courte durée
10M02T;Diabète, âge supérieur à 35 ans, très courte durée
11M02T;Lithiases urinaires, très courte durée
14M02T;Affections médicales du post-partum ou du post-abortum, très courte durée
19M02T;Troubles aigus de l'adaptation et du fonctionnement psychosocial, très courte durée
21M02T;Effets toxiques des médicaments et substances biologiques, âge inférieur à 18 ans, très courte durée
22M02T;Brûlures et gelures non étendues sans intervention chirurgicale, très courte durée
23M02T;Rééducation, très courte durée
25M02T;Autres maladies dues au VIH, très courte durée
04M02V;Bronchites et asthme, âge inférieur à 18 ans sans CMA
06M02V;Gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans sans CMA
07M02V;Affections des voies biliaires, âge inférieur à 70 ans sans CMA
10M02V;Diabète, âge de 36 à 69 ans sans CMA
11M02V;Lithiases urinaires, âge inférieur à 70 ans sans CMA
12M02V;Infections et inflammations de l'appareil génital masculin, âge inférieur à 70 ans sans CMA
16M02V;Affections du système réticuloendothélial ou immunitaire sans CMA
18M02V;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans sans CMA
19M02V;Troubles aigus de l'adaptation et du fonctionnement psychosocial, âge inférieur à 70 ans sans CMA
04M02W;Bronchites et asthme, âge inférieur à 18 ans avec CMA
06M02W;Gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans avec CMA
07M02W;Affections des voies biliaires, âge supérieur à 69 ans et/ou CMA
10M02W;Diabète, âge de 36 à 69 ans avec CMA, ou âge supérieur à 69 ans
11M02W;Lithiases urinaires, âge supérieur à 69 ans et/ou CMA
12M02W;Infections et inflammations de l'appareil génital masculin, âge supérieur à 69 ans et/ou CMA
16M02W;Affections du système réticuloendothélial ou immunitaire avec CMA
18M02W;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans avec CMA
19M02W;Troubles aigus de l'adaptation et du fonctionnement psychosocial, âge supérieur à 69 ans et/ou CMA
01M02Z;Convulsions, épilepsies et céphalées, âge inférieur à 18 ans
02M02Z;Hyphéma
03M02Z;Traumatismes et déformations du nez
08M02Z;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge inférieur à 18 ans
09M02Z;Traumatismes de la peau et des tissus souscutanés, âge inférieur à 18 ans
13M02Z;Infections de l'appareil génital féminin
14M02Z;Affections médicales du post-partum ou du post-abortum
15M02Z;Transferts précoces de nouveau-nés vers un autre établissement MCO
17M02Z;Lymphomes ou leucémies, âge inférieur à 18 ans
21M02Z;Effets toxiques des médicaments et autres produits, âge inférieur à 18 ans
22M02Z;Brûlures non étendues sans intervention chirurgicale
23M02Z;Rééducation
24M02Z;Commotions cérébrales : séjours de moins de 2 jours
26M02Z;Traumatismes multiples graves, sans CMAS
02M021;Hyphéma, niveau 1
03M021;Traumatismes et déformations du nez, niveau 1
04M021;Bronchites et asthme, âge inférieur à 18 ans, niveau 1
06M021;Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 1
07M021;Affections des voies biliaires, niveau 1
09M021;Traumatismes de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 1
10M021;Diabète, âge supérieur à 35 ans, niveau 1
11M021;Lithiases urinaires, niveau 1
18M021;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 1
19M021;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 1
21M021;Effets toxiques des médicaments et substances biologiques, âge inférieur à 18 ans, niveau 1
22M021;Brûlures et gelures non étendues sans intervention chirurgicale, niveau 1
26M021;Traumatismes multiples graves, niveau 1
02M022;Hyphéma, niveau 2
03M022;Traumatismes et déformations du nez, niveau 2
04M022;Bronchites et asthme, âge inférieur à 18 ans, niveau 2
06M022;Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 2
07M022;Affections des voies biliaires, niveau 2
09M022;Traumatismes de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 2
10M022;Diabète, âge supérieur à 35 ans, niveau 2
11M022;Lithiases urinaires, niveau 2
18M022;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 2
19M022;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 2
21M022;Effets toxiques des médicaments et substances biologiques, âge inférieur à 18 ans, niveau 2
22M022;Brûlures et gelures non étendues sans intervention chirurgicale, niveau 2
26M022;Traumatismes multiples graves, niveau 2
02M023;Hyphéma, niveau 3
03M023;Traumatismes et déformations du nez, niveau 3
04M023;Bronchites et asthme, âge inférieur à 18 ans, niveau 3
06M023;Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 3
07M023;Affections des voies biliaires, niveau 3
09M023;Traumatismes de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 3
10M023;Diabète, âge supérieur à 35 ans, niveau 3
11M023;Lithiases urinaires, niveau 3
18M023;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 3
19M023;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 3
21M023;Effets toxiques des médicaments et substances biologiques, âge inférieur à 18 ans, niveau 3
22M023;Brûlures et gelures non étendues sans intervention chirurgicale, niveau 3
26M023;Traumatismes multiples graves, niveau 3
02M024;Hyphéma, niveau 4
03M024;Traumatismes et déformations du nez, niveau 4
04M024;Bronchites et asthme, âge inférieur à 18 ans, niveau 4
06M024;Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 4
07M024;Affections des voies biliaires, niveau 4
09M024;Traumatismes de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 4
10M024;Diabète, âge supérieur à 35 ans, niveau 4
11M024;Lithiases urinaires, niveau 4
18M024;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 4
19M024;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 4
21M024;Effets toxiques des médicaments et substances biologiques, âge inférieur à 18 ans, niveau 4
22M024;Brûlures et gelures non étendues sans intervention chirurgicale, niveau 4
26M024;Traumatismes multiples graves, niveau 4
14M03A;Affections de l'ante partum sans intervention chirurgicale, sans complication significative
14M03B;Affections de l'ante partum sans intervention chirurgicale, avec autres complications
14M03C;Affections de l'ante partum sans intervention chirurgicale, avec complications majeures
14M03D;Affections de l'ante partum sans intervention chirurgicale, avec complications sévères
15M03E;Décès précoces de nouveau-nés
03M03T;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée
04M03T;Bronchites et asthme, âge supérieur à 17 ans, très courte durée
06M03T;Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, très courte durée
09M03T;Traumatismes de la peau et des tissus souscutanés, âge supérieur à 17 ans, très courte durée
10M03T;Diabète, âge inférieur à 36 ans, très courte durée
11M03T;Infections des reins et des voies urinaires, âge inférieur à 18 ans, très courte durée
12M03T;Tumeurs malignes de l'appareil génital masculin, très courte durée
13M03T;Tumeurs malignes de l'appareil génital féminin, très courte durée
14M03T;Affections de l'ante partum sans intervention chirurgicale, très courte durée
18M03T;Maladies virales, âge supérieur à 17 ans, très courte durée
01M03V;Convulsions, épilepsies et céphalées, âge de 18 à 69 ans sans CMA
04M03V;Bronchites et asthme, âge de 18 à 69 ans sans CMA
06M03V;Gastroentérites et maladies diverses du tube digestif, âge de 18 à 69 ans sans CMA
07M03V;Hépatites alcooliques et cirrhoses, âge inférieur à 70 ans sans CMA
08M03V;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge de 18 à 69 ans sans CMA
09M03V;Traumatismes de la peau et des tissus souscutanés, âge de 18 à 69 ans sans CMA
11M03V;Infections des reins et des voies urinaires, âge inférieur à 18 ans sans CMA
12M03V;Tumeurs malignes de l'appareil génital masculin sans CMA
13M03V;Tumeurs malignes de l'appareil génital féminin sans CMA
16M03V;Troubles de la lignée érythrocytaire, âge inférieur à 18 ans sans CMA
17M03V;Lymphomes ou leucémies, âge supérieur à 17 ans sans CMA
21M03V;Effets toxiques des médicaments et autres produits, âge de 18 à 69 ans sans CMA
23M03V;Signes et symptômes sans CMA
01M03W;Convulsions, épilepsies et céphalées, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
04M03W;Bronchites et asthme, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
06M03W;Gastroentérites et maladies diverses du tube digestif, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
07M03W;Hépatites alcooliques et cirrhoses, âge supérieur à 69 ans et/ou CMA
08M03W;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
09M03W;Traumatismes de la peau et des tissus souscutanés, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
11M03W;Infections des reins et des voies urinaires, âge inférieur à 18 ans avec CMA
12M03W;Tumeurs malignes de l'appareil génital masculin avec CMA
13M03W;Tumeurs malignes de l'appareil génital féminin avec CMA
16M03W;Troubles de la lignée érythrocytaire, âge inférieur à 18 ans avec CMA
17M03W;Lymphomes ou leucémies, âge supérieur à 17 ans avec CMA
21M03W;Effets toxiques des médicaments et autres produits, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
23M03W;Signes et symptômes avec CMA
02M03Z;Infections oculaires aiguës sévères
03M03Z;Otites moyennes et infections des voies aériennes supérieures, âge inférieur à 18 ans
05M03Z;Infarctus aigu du myocarde avec complications cardiovasculaires et sortie en vie de l'établissement
10M03Z;Diabète, âge inférieur à 36 ans
18M03Z;Maladies virales, âge supérieur à 17 ans
19M03Z;Troubles de la personnalité et du comportement avec réactions impulsives
24M03Z;Affections de la CMD 01 : séjours de moins de 2 jours, sans acte opératoire de la CMD 01
02M031;Infections oculaires aiguës sévères, niveau 1
03M031;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 1
04M031;Bronchites et asthme, âge supérieur à 17 ans, niveau 1
06M031;Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 1
09M031;Traumatismes de la peau et des tissus souscutanés, âge supérieur à 17 ans, niveau 1
10M031;Diabète, âge inférieur à 36 ans, niveau 1
11M031;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 1
12M031;Tumeurs malignes de l'appareil génital masculin, niveau 1
13M031;Tumeurs malignes de l'appareil génital féminin, niveau 1
18M031;Maladies virales, âge supérieur à 17 ans, niveau 1
02M032;Infections oculaires aiguës sévères, niveau 2
03M032;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 2
04M032;Bronchites et asthme, âge supérieur à 17 ans, niveau 2
06M032;Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 2
09M032;Traumatismes de la peau et des tissus souscutanés, âge supérieur à 17 ans, niveau 2
10M032;Diabète, âge inférieur à 36 ans, niveau 2
11M032;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 2
12M032;Tumeurs malignes de l'appareil génital masculin, niveau 2
13M032;Tumeurs malignes de l'appareil génital féminin, niveau 2
18M032;Maladies virales, âge supérieur à 17 ans, niveau 2
02M033;Infections oculaires aiguës sévères, niveau 3
03M033;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 3
04M033;Bronchites et asthme, âge supérieur à 17 ans, niveau 3
06M033;Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 3
09M033;Traumatismes de la peau et des tissus souscutanés, âge supérieur à 17 ans, niveau 3
10M033;Diabète, âge inférieur à 36 ans, niveau 3
11M033;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 3
12M033;Tumeurs malignes de l'appareil génital masculin, niveau 3
13M033;Tumeurs malignes de l'appareil génital féminin, niveau 3
18M033;Maladies virales, âge supérieur à 17 ans, niveau 3
02M034;Infections oculaires aiguës sévères, niveau 4
03M034;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 4
04M034;Bronchites et asthme, âge supérieur à 17 ans, niveau 4
06M034;Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 4
09M034;Traumatismes de la peau et des tissus souscutanés, âge supérieur à 17 ans, niveau 4
10M034;Diabète, âge inférieur à 36 ans, niveau 4
11M034;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 4
12M034;Tumeurs malignes de l'appareil génital masculin, niveau 4
13M034;Tumeurs malignes de l'appareil génital féminin, niveau 4
18M034;Maladies virales, âge supérieur à 17 ans, niveau 4
15M04E;Décès tardifs de nouveau-nés
01M04T;Méningites virales, très courte durée
02M04T;Affections oculaires d'origine neurologique, très courte durée
03M04T;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, très courte durée
05M04T;Infarctus aigu du myocarde, très courte durée
06M04T;Transferts et autres séjours courts pour hémorragies digestives
07M04T;Autres affections hépatiques, très courte durée
08M04T;Transferts et autres séjours courts pour fractures de la hanche et du bassin
09M04T;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge inférieur à 18 ans, très courte durée
11M04T;Infections des reins et des voies urinaires, âge supérieur à 17 ans, très courte durée
12M04T;Hypertrophie prostatique bénigne, très courte durée
13M04T;Autres affections de l'appareil génital féminin, très courte durée
18M04T;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, très courte durée
21M04T;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans, très courte durée
03M04V;Otites moyennes et infections des voies aériennes supérieures, âge de 18 à 69 ans sans CMA
05M04V;Infarctus aigu du myocarde sans complication cardiovasculaire sans CMA
06M04V;Hémorragies digestives, âge inférieur à 70 ans sans CMA
07M04V;Affections hépatiques à l'exception des tumeurs malignes, des cirrhoses, des hépatites alcooliques, sans CMA
08M04V;Fractures de la hanche et du bassin sans CMA
10M04V;Troubles métaboliques ou nutritionnels divers, âge inférieur à 18 ans sans CMA
11M04V;Infections des reins et des voies urinaires, âge de 18 à 69 ans sans CMA
12M04V;Hypertrophie prostatique bénigne, âge inférieur à 70 ans sans CMA
13M04V;Autres affections de l'appareil génital féminin, âge inférieur à 70 ans sans CMA
16M04V;Troubles de la lignée érythrocytaire, âge de 18 à 69 ans sans CMA
18M04V;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans sans CMA
03M04W;Otites moyennes et infections des voies aériennes supérieures, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
05M04W;Infarctus aigu du myocarde sans complication cardiovasculaire avec CMA
06M04W;Hémorragies digestives, âge supérieur à 69 ans et/ou CMA
07M04W;Affections hépatiques à l'exception des tumeurs malignes, des cirrhoses, des hépatites alcooliques, avec CMA
08M04W;Fractures de la hanche et du bassin avec CMA
10M04W;Troubles métaboliques ou nutritionnels divers, âge inférieur à 18 ans avec CMA
11M04W;Infections des reins et des voies urinaires, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
12M04W;Hypertrophie prostatique bénigne, âge supérieur à 69 ans et/ou CMA
13M04W;Autres affections de l'appareil génital féminin, âge supérieur à 69 ans et/ou CMA
16M04W;Troubles de la lignée érythrocytaire, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
18M04W;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans avec CMA
01M04Z;Méningites virales
02M04Z;Affections oculaires d'origine neurologique
04M04Z;Pneumonies et pleurésies banales, âge inférieur à 18 ans
09M04Z;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge inférieur à 18 ans
17M04Z;Antécédents ou suspicion d'affections tumorales, sans exploration endoscopique
19M04Z;Psychoses, âge supérieur à 80 ans
21M04Z;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans
23M04Z;Suivi thérapeutique avec diagnostic associé d'antécédent d'affection maligne
24M04Z;Affections de la CMD 02 : séjours de moins de 2 jours, sans acte opératoire de la CMD 02
01M041;Méningites virales, niveau 1
02M041;Affections oculaires d'origine neurologique, niveau 1
03M041;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 1
04M041;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 1
05M041;Infarctus aigu du myocarde, niveau 1
06M041;Hémorragies digestives, niveau 1
07M041;Autres affections hépatiques, niveau 1
08M041;Fractures de la hanche et du bassin, niveau 1
09M041;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 1
11M041;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 1
12M041;Hypertrophie prostatique bénigne, niveau 1
13M041;Autres affections de l'appareil génital féminin, niveau 1
18M041;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 1
21M041;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans, niveau 1
01M042;Méningites virales, niveau 2
