CODEACTE;CODEACTE_LABEL
N035;Extraction percutanée d'une lithiase multiple pyélique ou calicielle
N036;Extraction percutanée d'une lithiase coralliforme
N037;Prostato-cystectomie totale avec implantation urétéro-colique, y compris le curage ganglionnaire
N038;Mise en place ou changement d'une sonde urétérale unilatérale pour investigation et drainage chez l'homme
N039;Mise en place ou changement d'une sonde urétérale unilatérale pour investigation et drainage chez la fille
N040;Mise en place ou changement d'une sonde urétérale unilatérale pour investigation et drainage chez le garçon
N041;Urétrectomie partielle
N042;Mise en place ou changement d'une sonde urétérale bilatérale pour investigation et drainage chez l'homme
N043;Mise en place ou changement d'une sonde urétérale bilatérale pour investigation et drainage chez la fille
N044;Mise en place ou changement d'une sonde urétérale bilatérale pour investigation et drainage chez le garçon
N045;Mise en place ou changement d'une prothèse endo-urétérale unilatérale par endoscopie chez la femme
N046;Mise en place ou changement d'une prothèse endo-urétérale unilatérale par endoscopie chez l'homme
N047;Mise en place ou changement d'une prothèse endo-urétérale bilatérale par endoscopie chez la femme
N048;Mise en place ou changement d'une prothèse endo-urétérale bilatérale par endoscopie chez l'homme
N049;Dilatation endoscopique de l'uretère
N050;Extraction percutanée d'une lithiase de l'uretère
N051;Urétrectomie totale
N052;Transformation bilatérale d'une dérivation externe de l'uretère en dérivation interne
N053;Suppression bilatérale d'une dérivation externe de l'uretère
N056;Prothèse urétérale à ciel ouvert bilatérale
N057;Prothèse urétérale percutanée bilatérale
N058;Traitement conservateur bilatéral d'un méga-uretère avec résection longitudinale modelante et urétéro-cysto-néostomie
N062;Urétérostomie cutanée bilatérale
N063;Abouchement bilatéral de l'uretère dans la continuité colique ou rectale, quelle que soit la technique
N067;Hystérotomie par voie vaginale
N070;Étude urodynamique bilatérale du haut appareil urinaire avec ou sans prise des pressions vésicales
N080;Néphrostomie percutanée bilatérale
N081;Néphrostomie chirurgicale bilatérale
N093;Méatotomie urétérale endoscopique bilatérale
N096;Mise en place ou changement d'une sonde urétérale bilatérale pour investigation et drainage chez la femme
N100;Cystoscopie ou urétro-cystoscopie chez la femme
N102;Mise en place ou changement d'une sonde urétérale unilatérale pour investigation et drainage chez la femme
N110;Traitement endoscopique de tumeurs de vessie au LASER
N113;Extraction endoscopique unilatérale d'une lithiase de l'uretère par sonde urétérale
N115;Résection ou section endoscopique du col vésical
N119;Résection endoscopique de valvules de l'urètre
N121;Séance d'hémodialyse pour insuffisance rénale aiguë
N122;Séance d'hémodialyse en dehors de l'insuffisance rénale aiguë
N123;Hémophérèse
N124;Exploration échographique peropératoire du rein
N126;Exploration radiologique peropératoire du haut appareil urinaire
N128;Prélèvement de deux reins sur sujet en coma dépassé, pour transplantation rénale
N129;Prélèvement d'un rein sur le vivant, pour transplantation rénale
N130;Transplantation rénale
N131;Transplantectomie rénale
N135;Biopsie rénale percutanée unilatérale
N138;Néphropexie
N139;Biopsie rénale par lombotomie
N140;Cure chirurgicale de l'éventration lombaire avec ou sans plaque
N141;Néphrectomie S.A.I.
N143;Néphrectomie élargie avec curage ganglionnaire et surrénalectomie éventuelle
N145;Néphrostomie chirurgicale unilatérale
N146;Néphrostomie percutanée unilatérale
N150;Opération plastique unilatérale sur le bassinet et la jonction pyélo-urétérale
N156;Section de l'isthme d'un rein en fer à cheval
N157;Héminéphrectomie sur le rein en fer à cheval
N161;Lithotritie extracorporelle d'une lithiase rénale
N163;Hémofiltration
N164;Hémodiafiltration
N168;Urétérostomie cutanée unilatérale
N173;Section-anastomose de l'uretère rétrocave
N175;Abouchement unilatéral de l'uretère dans la continuité colique ou rectale, quelle que soit la technique
N181;Traitement conservateur unilatéral d'un méga-uretère avec résection longitudinale modelante et urétéro-cysto-néostomie
N183;Prothèse urétérale percutanée unilatérale
N184;Prothèse urétérale à ciel ouvert unilatérale
N185;Biofiltration sans acétate
N186;Fragmentation endoscopique d'une lithiase de l'uretère par choc électrohydraulique
N188;Fragmentation endoscopique d'une lithiase de l'uretère par ultrasons
N189;Fragmentation endoscopique d'une lithiase de l'uretère au LASER pulsé
N190;Fragmentation endoscopique d'une lithiase de l'uretère par un autre moyen
N191;Refoulement d'une lithiase urétérale dans le rein sous endoscopie
N192;Refoulement d'une lithiase urétérale dans le rein avec montée de sonde sous endoscopie
N193;Lithotritie extracorporelle d'une lithiase de l'uretère
N194;Urétérotomie sous urétéroscopie
N195;Traitement endoscopique d'une tumeur de l'uretère
N196;Reperméation urétérale endoscopique
N197;Section endoscopique d'une urétérocèle
N198;Électrocoagulation endoscopique d'un moignon urétéral
N199;Traitement endoscopique unilatéral de reflux vésico-urétéral chez l'adulte
N200;Traitement endoscopique unilatéral de reflux vésico-urétéral chez l'enfant
N201;Traitement endoscopique bilatéral de reflux vésico-urétéral chez l'adulte
N202;Traitement endoscopique bilatéral de reflux vésico-urétéral chez l'enfant
N206;Suppression unilatérale d'une dérivation externe de l'uretère
N207;Transformation unilatérale d'une dérivation externe de l'uretère en dérivation interne
N208;Étude urodynamique unilatérale du haut appareil urinaire avec ou sans prise des pressions vésicales
N209;Méatotomie urétérale endoscopique unilatérale
N210;Changement de sonde de cystostomie
N211;Lithotritie vésicale endoscopique, par un autre moyen
N215;Cathétérisme évacuateur transurétral intermittent ou à demeure
N218;Ponction sus-pubienne pour cystographie ou manométrie
N219;Mise en place d'un cathéter sus-pubien
N221;Cystostomie chirurgicale
N222;Distension vésicale hydrostatique
N223;Lithotritie vésicale mécanique, endoscopique
N224;Lithotritie vésicale électrohydraulique, endoscopique
N225;Lithotritie vésicale ultrasonique, endoscopique
N228;Cystectomie partielle
N231;Prostato-cystectomie totale après dérivation
N241;Exérèse de diverticules vésicaux
N244;Fermeture de fistule vésico-cutanée
N245;Résection isolée du col à vessie ouverte
N246;Chirurgie de l'exstrophie vésicale par ablation de la plaque vésicale
N247;Chirurgie de l'exstrophie vésicale par reconstitution isolée de la vessie avec dispositif antireflux
N248;Chirurgie de l'exstrophie vésicale par reconstitution de l'urètre
N249;Chirurgie de l'exstrophie vésicale par allongement de la verge avec libération des corps caverneux
N250;Chirurgie de l'exstrophie vésicale par reconstitution simultanée de la vessie et de l'urètre
N251;Chirurgie de l'exstrophie vésicale par retouche ultérieure
N252;Chirurgie isolée de l'incontinence urinaire chez la femme par procédé autoplastique (bandelette sous-urétrale)
N253;Cure de l'incontinence urinaire chez l'homme par procédé autoplastique
N254;Chirurgie de l'incontinence sur malformation congénitale du col vésical
N255;Entérocystoplastie d'agrandissement
N256;Urétéro-entéro-cystoplastie
N258;Préparation chirurgicale d'une irradiation interstitielle de la vessie (implantation d'un ballon rétropéritonéal,...)
N259;Plastie cervico-prostatique : adulte et enfant
N261;Débitmétrie mictionnelle
N265;Chirurgie isolée de l'incontinence urinaire chez la femme par prothèse sphinctérienne
N267;Entérocystoplastie de substitution
N269;Injection de produit de contraste pour urétro-cystographie rétrograde
N270;Dilatation par ballonnet d'une sténose de l'urètre
N272;Méatoplastie urétrale
N273;Urétrotomie interne aveugle
N274;Section endoscopique d'une sténose de l'urètre
N275;Urétrostomie cutanée
N279;Urétroplastie de l'urètre féminin
N282;Urétroplastie de l'urètre pénien en un temps
N283;Urétroplastie de l'urètre périnéo-bulbaire en un temps
N284;Urétroplastie de l'urètre membraneux en un temps
N285;Urétroplastie premier temps pour sténose de l'urètre pénien
N286;Urétroplastie premier temps pour sténose urétrale périnéo-bulbaire
N287;Urétroplastie premier temps pour sténose urétrale membraneuse
N288;Urétroplastie 2ème temps pour sténose de l'urètre pénien
N289;Urétroplastie 2ème temps pour sténose urétrale périnéo-bulbaire
N290;Urétroplastie 2ème temps pour sténose urétrale membraneuse
N291;Urétroplastie : retouche ultérieure
N292;Cure de fistule urétrale chez l'homme
N293;Cure de fistule urétrale chez la femme
N296;Électromyographie du sphincter urétral par aiguilles ou électrodes de contact
N303;Cure de la rupture des corps caverneux
N308;Électrocoagulation de papillomes du gland
N310;Cure d'hypospadias : urétroplastie balano-préputiale
N311;Cure d'hypospadias : urétroplastie pénienne
N312;Cure d'hypospadias : urétroplastie périnéale
N314;Cure d'épispadias : urétroplastie
N315;Cure d'épispadias : allongement de la verge avec libération des corps caverneux
N316;Cure d'épispadias : temps complémentaire ou retouche
N317;Amputation partielle de la verge
N320;Ponction-biopsie de la prostate unique ou multiple, guidée au doigt
N321;Incision d'un abcès de la prostate par voie périnéale
N322;Adénomectomie prostatique chirurgicale, quelle que soit la technique
N323;Cryothérapie de la prostate
N324;Prostatectomie totale isolée
N325;Lymphadénectomie pelvienne
N326;Préparation chirurgicale pour irradiation interstitielle de la prostate, quelle que soit la technique
N327;Ablation unilatérale d'une vésicule séminale
N328;Ablation bilatérale des vésicules séminales
N329;Cyto-aspiration prostatique
N330;Vasectomie unilatérale
N332;Biopsie testiculaire unilatérale
N334;Microponction épididymaire unilatérale
N335;Intervention exploratrice unilatérale sur le scrotum
N340;Cure chirurgicale unilatérale d'hydrocèle
N343;Épididymectomie unilatérale
N346;Cure chirurgicale de torsion du testicule ou de ses annexes avec fixation du testicule controlatéral
N347;Cure chirurgicale unilatérale de varicocèle
N348;Mise en place isolée d'une prothèse testiculaire
N349;Suture de rupture testiculaire
N350;Anastomose épididymo-déférentielle unilatérale, y compris les actes d'exploration réalisés dans le même temps
N351;Résection plastique du scrotum
N352;Chirurgie de l'éléphantiasis scrotal
N353;Vasovasostomie unilatérale, y compris les actes d'exploration réalisés dans le même temps
N354;Vasovasostomie bilatérale, y compris les actes d'exploration réalisés dans le même temps
N355;Biopsie testiculaire bilatérale
N356;Microponction épididymaire bilatérale
N358;Cure de phimosis ou circoncision par posthectomie
N359;Réduction sanglante de paraphimosis
N364;Ablation de prothèse testiculaire
N370;Anastomose épididymo-déférentielle bilatérale, y compris les actes d'exploration réalisés dans le même temps
N371;Mise en place isolée de deux prothèses testiculaires
N372;Cure chirurgicale bilatérale de varicocèle
N374;Épididymectomie bilatérale
N377;Cure chirurgicale bilatérale d'hydrocèle
N379;Orchidectomie ou pulpectomie bilatérale
N380;Intervention exploratrice bilatérale sur le scrotum
N382;Vasectomie bilatérale
N384;Salpingectomie, totale ou partielle, unilatérale sous cœlioscopie
N385;Exérèse d'un urètre surnuméraire ou d'un diverticule urétral
N386;Électrocoagulation endoscopique pour tumeur de vessie : moins de 3 localisations
N387;Traitement endoscopique de tumeurs de vessie par d'autres techniques
N388;Électrocoagulation endoscopique pour tumeur de vessie : plus de 3 localisations
N389;Traitement chirurgical du priapisme par anastomose caverno-spongieuse
N392;Redressement de la verge par plastie des corps caverneux
N394;Amputation totale de la verge avec évidement ganglionnaire bilatéral
N396;Résection endoscopique de tumeurs de vessie : plus de 3 localisations ou tumeur évoluée
N397;Électrocoagulation d'un diverticule vésical sous endoscopie
N398;Ablation d'un diverticule vésical sous endoscopie
N399;Résection endoscopique de prostate d'un poids inférieur à 40 g
N400;Résection endoscopique de prostate d'un poids supérieur à 40 g
N401;Mise en place d'une prothèse endoprostatique sus-sphinctérienne
N402;Marsupialisation endoscopique d'une poche prostatique
N403;Section endoscopique des canaux éjaculateurs
N404;Incision endoscopique du sphincter strié urétral
N405;Résection endoscopique du sphincter strié urétral
N406;Alignement endoscopique d'une rupture traumatique de l'urètre
N407;Résection endoscopique d'un cal fibreux post-traumatique de l'urètre postérieur
N408;Extraction endoscopique d'un corps étranger intra-urétral
N409;Électrocoagulation endoscopique d'une tumeur de l'urètre
N410;Résection endoscopique d'une tumeur de l'urètre
N411;Résection endoscopique d'une sténose de l'urètre
N412;Détorsion de kyste ovarien sous cœlioscopie
N413;Cure chirurgicale de fistules urétéro-vaginales, vésico-cervico-vaginales
N414;Section endoscopique d'une sténose de l'urètre avec endoprothèse urétrale sous-sphinctérienne
N415;Ablation d'une sonde urétérale unilatérale
N416;Ablation d'une sonde urétérale bilatérale
N417;Ablation d'une prothèse endo-urétérale unilatérale par endoscopie chez la femme
N418;Lombotomie exploratrice
N419;Binéphrectomie par voie antérieure
N420;Binéphrectomie par voie postérieure
N421;Néphrectomie partielle cunéiforme
N422;Néphrectomie partielle polaire
N423;Néphrectomie partielle atypique
N424;Néphrectomie élargie pour tumeur avec envahissement de la veine cave
N425;Néphro-urétérectomie sans curage ganglionnaire par une ou deux voies
N426;Néphro-urétérectomie avec curage ganglionnaire par une ou deux voies
N427;Néphro-urétérectomie par une voie avec stripping endoscopique de l'uretère
N428;Héminéphro-urétérectomie pour duplicité
N429;Pyélostomie chirurgicale
N430;Anastomose urétéro-calicielle
N431;Ablation chirurgicale d'un ou plusieurs calculs caliciels
N432;Ablation chirurgicale d'un ou plusieurs calculs pyéliques
N433;Ablation d'une lithiase coralliforme par abord pyélo-caliciel, avec ou sans néphrotomie
N434;Ablation d'une lithiase coralliforme par incision bivalve
N435;Abord d'un traumatisme du rein et suture simple
N436;Abord d'un traumatisme du rein et suture complexe incluant la réparation éventuelle de la voie excrétrice
N437;Abord d'un traumatisme du rein et hémostase du parenchyme par filet ou colle biologique
N438;Ablation d'une prothèse endo-urétérale unilatérale par endoscopie chez l'homme
N439;Canulation artério-veineuse, préparation à une séance d'hémodialyse chez l'adulte
N440;Canulation artério-veineuse, préparation à une séance d'hémodialyse chez l'enfant
N441;Création d'une fistule artério-veineuse chez l'adulte
N442;Création d'une fistule artério-veineuse chez l'enfant
N443;Mise en place d'un shunt de Thomas
N444;Mise en place d'une prothèse vasculaire, quelle que soit sa nature, préparation à une séance d'hémodialyse
N445;Urétérotomie lombaire
N446;Urétérolyse par voie lombaire
N447;Urétérotomie pelvienne
N448;Urétérectomie totale ou partielle sur uretère double avec conservation de l'uretère homolatéral sans néphrectomie associée
N449;Réimplantation urétéro-vésicale unilatérale y compris la création d'un dispositif antireflux, quelle que soit la technique
N450;Réimplantation urétéro-vésicale bilatérale y compris la création d'un dispositif antireflux, quelle que soit la technique
N451;Urétérostomie cutanée transintestinale non détubulée
N452;Urétérostomie cutanée transintestinale détubulée
N453;Exérèse d'une urétérocèle ectopique ou orthotopique
N454;Anastomose interurétérale homolatérale
N455;Fimbrioplastie unilatérale sous cœlioscopie
N456;Urétérolyse unilatérale par voie abdominale
N457;Urétérolyse bilatérale par voie abdominale
N458;Urétérotomie iliaque
N459;Urétérectomie lombo-iliaque segmentaire
N460;Urétérectomie pelvienne segmentaire
N461;Remplacement urétéral partiel par un segment iléal
N462;Remplacement urétéral total par un segment iléal
N463;Réimplantation urétéro-vésicale avec confection d'une vessie psoïque ou confection d'un lambeau vésical tubulé
N464;Urétérostomie cutanée avec création d'un réservoir continent
N465;Cure d'une fistule urétéro-utérine
N466;Cure d'une fistule urétéro-vésicale
N467;Shunt urétéral prothétique sous-cutané
N468;Ablation d'une prothèse endo-urétérale bilatérale par endoscopie chez la femme
N469;Cystomanométrie isolée chez la femme
N470;Cystomanométrie isolée chez l'homme
N471;Cystomanométrie isolée chez la fille
N472;Cystomanométrie isolée chez le garçon
N473;Cystomanométrie associée à la profilométrie urétrale chez la femme
N474;Cystomanométrie associée à la profilométrie urétrale chez l'homme
N475;Cystomanométrie associée à la profilométrie urétrale chez la fille
N476;Cystomanométrie associée à la profilométrie urétrale chez le garçon
N477;Échographie vésicale sus-pubienne
N478;Échographie vésico-prostatique par voie transurétrale
N479;Taille vésicale S.A.I.
N480;Ablation d'une prothèse endo-urétérale bilatérale par endoscopie chez l'homme
N481;Cystectomie totale isolée secondaire, après dérivation
N482;Pelvectomie antérieure (hystérectomie avec annexectomie et ablation de la vessie et de l'urètre) avec urétérostomie cutanée, y compris le curage ganglionnaire
N483;Ablation endoscopique d'une prothèse urétrale
N484;Prostato-cystectomie totale avec urétérostomie cutanée transintestinale non détubulée, y compris le curage ganglionnaire
N486;Cure chirurgicale d'une fistule vésico-vaginale par voie haute
N487;Cure chirurgicale d'une fistule vésico-rectale
N488;Décaillotage de vessie
N489;Cystectomie partielle avec réimplantation d'un uretère
N490;Cystectomie partielle avec mise en place de matériel pour radiothérapie interstitielle
N491;Implantation vésicale de matériel pour radiothérapie interstitielle
N492;Cystectomie totale isolée avec urétérostomie cutanée, y compris le curage ganglionnaire
N493;Cystectomie totale isolée avec implantation urétéro-colique, y compris le curage ganglionnaire
N494;Cystectomie totale isolée avec urétérostomie cutanée transintestinale non détubulée, y compris le curage ganglionnaire
N495;Cystectomie totale isolée avec urétérostomie cutanée transintestinale détubulée, y compris le curage ganglionnaire
N496;Cystectomie totale isolée avec réservoir continent, interne ou externe, y compris le curage ganglionnaire
N497;Pelvectomie antérieure (hystérectomie avec annexectomie et ablation de la vessie et de l'urètre) avec implantation urétéro-colique, y compris le curage ganglionnaire
N498;Pelvectomie antérieure (hystérectomie avec annexectomie et ablation de la vessie et de l'urètre) avec urétérostomie cutanée transintestinale non détubulée, y compris le curage ganglionnaire
N499;Pelvectomie antérieure (hystérectomie avec annexectomie et ablation de la vessie et de l'urètre) avec urétérostomie cutanée transintestinale détubulée, y compris le curage ganglionnaire
N500;Pelvectomie antérieure (hystérectomie avec annexectomie et ablation de la vessie et  de l'urètre) avec réservoir continent, interne ou externe, y compris le curage ganglionnaire
N501;Prostato-cystectomie totale avec urétérostomie cutanée transintestinale détubulée, y compris le curage ganglionnaire
N502;Prostato-cystectomie totale avec réservoir continent, interne ou externe, y compris le curage ganglionnaire
N503;Cure chirurgicale d'une fistule vésico-vaginale par voie basse
N504;Cure chirurgicale d'une fistule vésico-utérine
N505;Cure chirurgicale d'une fistule vésico-urétéro-vaginale
N507;Cure chirurgicale d'une fistule vésico-sigmoïdo-vaginale
N508;Cure chirurgicale d'une fistule recto-vésico-vaginale
N509;Cure de cystocèle par voie basse chez la femme
N510;Ovariotomie (incision simple de l'ovaire)
N513;Biopsie chirurgicale de l'ovaire
N514;Autres actes diagnostiques sur les ovaires
N515;Exérèse de kyste ovarien (kystectomie)
N517;Résection partielle de l'ovaire
N519;Ovariectomie unilatérale
N520;Ovariectomie unilatérale, en cas d'ovaire restant ou unique
N521;Salpingo-ovariectomie unilatérale
N522;Salpingo-ovariectomie unilatérale en cas d'annexe restante ou unique
N523;Ovariectomie bilatérale
N524;Cure de cystocèle par voie haute chez la femme
N525;Chirurgie isolée de l'incontinence urinaire chez la femme par cervico-cystopexie
N526;Chirurgie isolée de l'incontinence urinaire chez la femme par voie percutanée, y compris le contrôle endoscopique
N527;Chirurgie isolée de l'incontinence urinaire chez la femme par injection périurétro-cervicale de téflon ou d'une autre substance (collagène,...)
N528;Chirurgie de l'incontinence urinaire chez la femme associée à un prolapsus, par voie haute
N529;Chirurgie isolée de l'incontinence urinaire chez la femme par voie vaginale
N530;Ablation d'une prothèse sphinctérienne posée pour incontinence urinaire chez la femme
N531;Remplacement de composant de prothèse sphinctérienne posée pour incontinence urinaire chez la femme
N532;Cure de l'incontinence urinaire chez l'homme par prothèse sphinctérienne périurétrale
N533;Ablation d'une prothèse sphinctérienne posée pour incontinence urinaire chez l'homme
N534;Remplacement de composant de prothèse sphinctérienne posée pour incontinence urinaire chez l'homme
N535;Chirurgie de reconstitution du col vésical chez l'homme
N536;Profilométrie urétrale chez la femme
N537;Profilométrie urétrale chez l'homme
N538;Profilométrie urétrale chez la fille
N539;Profilométrie urétrale chez le garçon
N540;Infiltration parasphinctérienne de l'urètre
N541;Électromyographie du sphincter anal par aiguilles ou électrodes de contact
N542;Frottis urétral
N543;Dilatation de l'urètre chez l'homme
N544;Cure chirurgicale de diverticule sous-urétral chez la femme
N545;Fimbrioplastie bilatérale sous cœlioscopie
N546;Expression tubaire pour accouchement d'une G.E.U. unilatérale sous cœlioscopie
N547;Expression tubaire pour accouchement d'une G.E.U. bilatérale sous cœlioscopie
N548;Autres interventions sur une seule trompe sous cœlioscopie
N549;Autres interventions sur les deux trompes sous cœlioscopie
N550;Dilatation de l'urètre chez la femme
N551;Ablation de condylomes endo-urétraux
N552;Ponction exploratrice unilatérale du bassinet sous scanographie
N553;Ponction exploratrice d'un kyste du rein sous échographie
N554;Exérèse de kyste de l'ouraque
N555;Cure chirurgicale de diverticule sous-urétral chez l'homme
N556;Résection-suture de l'urètre
N557;Cure de phimosis avec reconstitution du prépuce
N558;Plastie chirurgicale du frein de la verge
N559;Création d'une fistule spongio-caverneuse par drill dans le traitement du priapisme
N560;Traitement chirurgical du priapisme par anastomose saphéno-caverneuse uni ou bilatérale
N561;Traitement chirurgical d'une fistule spongio-caverneuse
N562;Mise en place d'une prothèse pénienne hydraulique
N563;Remplacement de composant d'une prothèse pénienne hydraulique
N564;Traitement chirurgical de la fuite caverno-veineuse, quel que soit le procédé
N565;Traitement des condylomes du gland au LASER
N566;Redressement de la verge par excision-greffe de l'albuginée
N567;Injection dans les plaques de maladie de Lapeyronie
N568;Cure d'hypospadias : temps préparatoire, ablation de la corde, désenfouissement
N569;Cure d'hypospadias : retouches ultérieures
N570;Salpingo-ovariectomie bilatérale
N571;Hyperthermie de la prostate
N572;Dilatation endo-urétrale de la prostate
N573;Prostato-vésiculectomie totale avec suture urétro-vésicale par voie abdominale
N574;Prostato-vésiculectomie totale avec suture urétro-vésicale par voie périnéale
N575;Simple suture de l'ovaire
N576;Réimplantation de l'ovaire
N577;Ovariopexie
N578;Autres cures chirurgicales de lésion de l'ovaire
N579;Annexectomie (salpingo-ovariectomie totale) unilatérale sous cœlioscopie
N580;Libération d'adhérences périovariennes unilatérales
N581;Libération d'adhérences périovariennes bilatérales
N582;Libération d'adhérences péritubaires unilatérales
N583;Libération d'adhérences péritubaires bilatérales
N584;Libération d'adhérences ovariennes et tubaires S.A.I.
N587;Transplantation ovarienne
N589;Cure de torsion de l'ovaire, à l'exclusion de l'ovariectomie
N590;Autres interventions sur l'ovaire
N591;Annexectomie (salpingo-ovariectomie totale) bilatérale sous cœlioscopie
N592;Myomectomie sous cœlioscopie
N593;Hystérectomie simple sous cœlioscopie
N594;Lavage péritonéal sous cœlioscopie
N595;Salpingotomie
N596;Excision d'une tumeur des corps caverneux
N597;Excision d'une tumeur du fourreau de la verge
N598;Réimplantation de verge avec sutures microchirurgicales vasculo-nerveuses
N599;Échographie prostatique transrectale
N600;Biopsie des trompes de Fallope
N601;Autres actes diagnostiques sur les trompes de Fallope
N602;Libération d'adhérences pelviennes sous cœlioscopie
N603;Électrocoagulation au LASER, sur des nodules endométriosiques du péritoine ou des organes génito-urinaires, sous cœlioscopie
N604;Adénectomie ou curage iliaque externe unilatéral sous cœlioscopie
N606;Ligature et section endoscopiques bilatérales des trompes
N608;Adénectomie ou curage iliaque externe bilatéral sous cœlioscopie
N609;Autre intervention sur l'appareil génital féminin, par cœlioscopie
N611;Ligature et/ou section bilatérale des trompes de Fallope non endoscopique
N614;Cathétérisme tubaire rétrograde (trompes de Fallope)
N615;Salpingectomie unilatérale totale
N617;Ponction ou ponction-biopsie échoguidée de l'ovaire
N618;Destruction de lésion ovarienne endométriosique au LASER
N619;Destruction de lésion ovarienne endométriosique par thermocoagulation
N620;Salpingectomie bilatérale totale
N621;Échographie transrectale permictionelle
N622;Ponction échoguidée de la prostate, unique ou multiple
N624;Ponction échoguidée d'un abcès ou d'un kyste de la prostate
N625;Exérèse ou destruction d'une lésion de la trompe de Fallope
N627;Salpingectomie partielle bilatérale
N629;Salpingectomie partielle unilatérale
N630;Simple suture de trompe de Fallope
N633;Salpingo-utérostomie (anastomose tubo-utérine)
N634;Anastomose tubaire
N635;Salpingo-néostomie, création d'un nouveau pavillon, quel que soit son siège
N636;Fimbrioplastie (reconstruction d'un pavillon tubaire)
N637;Plastie bipolaire ou multiple sur la même trompe
N640;Microcolposcopie
N642;Plastie tubaire S.A.I.
N643;Intervention microchirurgicale sur les trompes de Fallope
N645;Insufflation de gaz dans les trompes de Fallope
N646;Hydrotubation dans les trompes de Fallope (quel que soit le produit employé)
N648;Stomatoplastie cervicale
N650;Ponction de trompe de Fallope
N655;Autres interventions sur les trompes de Fallope
N656;Cervicectomie élargie par voie vaginale
N657;Réfection d'une déchirure cervico-isthmique postérieure
N658;Hystérotomie par voie abdominale
N659;Résection de cloison utérine sous contrôle échographique
N660;Dilatation du canal cervical, instrumentale ou S.A.I.
N661;Dilatation du canal cervical aux laminaires
N662;Hystérectomie totale avec annexectomie unilatérale
N663;Hystérectomie totale avec annexectomie bilatérale
N664;Hystérectomie subtotale avec annexectomie unilatérale
N665;Colposcopie
N666;Biopsie du col de l'utérus
N667;Biopsie endocervicale
N668;Autres actes diagnostiques sur le col de l'utérus
N669;Hystérectomie subtotale avec annexectomie bilatérale
N670;Conisation chirurgicale
N672;Conisation à l'anse diathermique
N673;Conisation au LASER
N675;Destruction, par cautérisation, de lésion du col de l'utérus
N676;Destruction, par cryochirurgie, de lésion du col de l'utérus
N677;Destruction, au LASER, de lésion du col de l'utérus
N678;Ablation de polype du col de l'utérus
N679;Autres exérèses ou destructions de tissu cervical utérin
N680;Ablation du col de l'utérus
N681;Ablation du col de l'utérus restant par voie vaginale
N682;Ablation du col de l'utérus restant par voie abdominale
N683;Hystérectomie par voie vaginale avec annexectomie unilatérale
N684;Hystérectomie par voie vaginale avec annexectomie bilatérale
N685;Réfection d'une déchirure cervicale intravaginale
N686;Cure de fistule du col de l'utérus
N687;Autres sutures du col de l'utérus
N688;Pelvectomie postérieure par voie abdomino-périnéale
N689;Pelvectomie antérieure
N691;Pelvectomie totale par voie haute
N692;Pelvectomie totale par voie abdomino-périnéale
N693;Colpo-hystérectomie vaginale pour prolapsus : hystérectomie vaginale, cure de cystocèle, cure de rectocèle et périnéorraphie postérieure
N694;Désolidarisation hyménéo-méatale
N696;Hystéroscopie ou microhystéroscopie exploratrice
N697;Biopsie de l'endomètre
N698;Autres actes diagnostiques sur l'utérus et ses structures de soutien
N700;Myomectomie d'un seul myome
N701;Myomectomies multiples
N702;Myomectomie S.A.I.
N703;Résection d'un fibrome utérin par cœlioscopie
N705;Libération de synéchies utérines par voie basse
N706;Libération de synéchies utérines par voie abdominale ou mixte
N707;Ablation d'un myome pédiculé accouché par le col utérin
N708;Résection d'un fibrome utérin sous hystéroscopie
N709;Résection d'un polype utérin sous hystéroscopie
N710;Section ou exérèse d'une cloison utérine par voie haute
N711;Réfection d'un utérus bicorne
N712;Ablation d'une corne utérine fonctionnelle ou non (hémihystérectomie)
N713;Autres interventions pour malformations utérines
N714;Cure de synéchies utérines sous hystéroscopie
N715;Hystérectomie totale
N716;Hystérectomie subtotale simple
N718;Abrasion de la muqueuse utérine par hystéroscopie (endométrectomie)
N719;Ablation de D.I.U. par hystéroscopie
N720;Hystérectomie par voie vaginale
N721;Incisions radiaires pour diaphragme vaginal
N722;Anastomose utéro-vaginale pour aplasie cervicale
N723;Anastomose vagino-vaginale pour aplasie vaginale
N724;Création d'un néovagin par voie mixte
N725;Hystérectomie élargie par voie abdominale : opérations de Wertheim, de Meigs, de Magara et autres hystérectomies élargies par voie abdominale
N726;Hystérectomie élargie par voie vaginale : opération de Schauta
N727;Hystéropexie postérieure [promontofixation], par cœlioscopie
N728;Hystérectomie totale, par voie vaginale avec cœliopréparation
N734;Spino-fixation du vagin (voie basse : intervention de Richter)
N735;Curetage pour rétention après avortement ou accouchement
N736;Curetage diagnostique en dehors de la grossesse
N737;Curetage hémostatique en dehors de la grossesse
N738;Pyéloscopie par voie percutanée
N739;Urétéroscopie par voie rétrograde
N740;Aspiration-curetage pour rétention après avortement ou accouchement
N741;Autres aspiration-curetages de l'utérus en dehors de la grossesse
N742;Mise en place d'une sonde urétérale pour investigation isolée chez la femme
N743;Exploration endoscopique peropératoire du haut appareil urinaire
N744;Lithotritie vésicale au LASER pulsé, endoscopique
N746;Clivage recto-utérin ou recto-vaginal, pour lésion endométriosique sans résection rectale, par voie abdominale ou mixte
N747;Clivage recto-utérin ou recto-vaginal, pour lésion endométriosique avec résection rectale, par voie abdominale ou mixte
N748;Salpingectomie, totale ou partielle, bilatérale sous cœlioscopie
